-5.000000	0.059843
-4.990000	0.058546
-4.980000	0.057275
-4.970000	0.056029
-4.960000	0.054807
-4.950000	0.053611
-4.940000	0.052439
-4.930000	0.051292
-4.920000	0.050169
-4.910000	0.049071
-4.900000	0.047997
-4.890000	0.046947
-4.880000	0.045920
-4.870000	0.044918
-4.860000	0.043939
-4.850000	0.042983
-4.840000	0.042051
-4.830000	0.041143
-4.820000	0.040257
-4.810000	0.039394
-4.800000	0.038554
-4.790000	0.037737
-4.780000	0.036943
-4.770000	0.036171
-4.760000	0.035421
-4.750000	0.034693
-4.740000	0.033988
-4.730000	0.033304
-4.720000	0.032642
-4.710000	0.032002
-4.700000	0.031384
-4.690000	0.030786
-4.680000	0.030210
-4.670000	0.029656
-4.660000	0.029122
-4.650000	0.028609
-4.640000	0.028117
-4.630000	0.027646
-4.620000	0.027195
-4.610000	0.026764
-4.600000	0.026354
-4.590000	0.025964
-4.580000	0.025594
-4.570000	0.025244
-4.560000	0.024914
-4.550000	0.024603
-4.540000	0.024312
-4.530000	0.024040
-4.520000	0.023787
-4.510000	0.023554
-4.500000	0.023339
-4.490000	0.023144
-4.480000	0.022967
-4.470000	0.022809
-4.460000	0.022669
-4.450000	0.022548
-4.440000	0.022445
-4.430000	0.022361
-4.420000	0.022294
-4.410000	0.022245
-4.400000	0.022215
-4.390000	0.022201
-4.380000	0.022206
-4.370000	0.022227
-4.360000	0.022267
-4.350000	0.022323
-4.340000	0.022396
-4.330000	0.022487
-4.320000	0.022594
-4.310000	0.022718
-4.300000	0.022858
-4.290000	0.023015
-4.280000	0.023189
-4.270000	0.023379
-4.260000	0.023584
-4.250000	0.023806
-4.240000	0.024044
-4.230000	0.024298
-4.220000	0.024567
-4.210000	0.024852
-4.200000	0.025152
-4.190000	0.025467
-4.180000	0.025798
-4.170000	0.026144
-4.160000	0.026505
-4.150000	0.026881
-4.140000	0.027271
-4.130000	0.027677
-4.120000	0.028096
-4.110000	0.028531
-4.100000	0.028979
-4.090000	0.029442
-4.080000	0.029918
-4.070000	0.030409
-4.060000	0.030914
-4.050000	0.031432
-4.040000	0.031964
-4.030000	0.032510
-4.020000	0.033069
-4.010000	0.033641
-4.000000	0.034226
-3.990000	0.034825
-3.980000	0.035436
-3.970000	0.036061
-3.960000	0.036698
-3.950000	0.037348
-3.940000	0.038010
-3.930000	0.038685
-3.920000	0.039372
-3.910000	0.040072
-3.900000	0.040783
-3.890000	0.041507
-3.880000	0.042242
-3.870000	0.042989
-3.860000	0.043748
-3.850000	0.044519
-3.840000	0.045301
-3.830000	0.046094
-3.820000	0.046899
-3.810000	0.047715
-3.800000	0.048541
-3.790000	0.049379
-3.780000	0.050228
-3.770000	0.051087
-3.760000	0.051958
-3.750000	0.052838
-3.740000	0.053729
-3.730000	0.054631
-3.720000	0.055542
-3.710000	0.056464
-3.700000	0.057396
-3.690000	0.058338
-3.680000	0.059290
-3.670000	0.060251
-3.660000	0.061222
-3.650000	0.062203
-3.640000	0.063193
-3.630000	0.064192
-3.620000	0.065200
-3.610000	0.066218
-3.600000	0.067245
-3.590000	0.068280
-3.580000	0.069325
-3.570000	0.070378
-3.560000	0.071440
-3.550000	0.072511
-3.540000	0.073590
-3.530000	0.074677
-3.520000	0.075772
-3.510000	0.076876
-3.500000	0.077988
-3.490000	0.079107
-3.480000	0.080235
-3.470000	0.081370
-3.460000	0.082513
-3.450000	0.083664
-3.440000	0.084822
-3.430000	0.085988
-3.420000	0.087160
-3.410000	0.088341
-3.400000	0.089528
-3.390000	0.090722
-3.380000	0.091923
-3.370000	0.093131
-3.360000	0.094346
-3.350000	0.095567
-3.340000	0.096795
-3.330000	0.098029
-3.320000	0.099270
-3.310000	0.100517
-3.300000	0.101771
-3.290000	0.103030
-3.280000	0.104295
-3.270000	0.105567
-3.260000	0.106844
-3.250000	0.108127
-3.240000	0.109416
-3.230000	0.110710
-3.220000	0.112010
-3.210000	0.113315
-3.200000	0.114625
-3.190000	0.115941
-3.180000	0.117261
-3.170000	0.118587
-3.160000	0.119918
-3.150000	0.121254
-3.140000	0.122594
-3.130000	0.123939
-3.120000	0.125289
-3.110000	0.126643
-3.100000	0.128002
-3.090000	0.129365
-3.080000	0.130732
-3.070000	0.132104
-3.060000	0.133480
-3.050000	0.134859
-3.040000	0.136243
-3.030000	0.137630
-3.020000	0.139022
-3.010000	0.140417
-3.000000	0.141815
-2.990000	0.143217
-2.980000	0.144623
-2.970000	0.146032
